2,53691;2,73860;0,29736;2,53374
0,97635;1,84780;1,55784;1,79485
1,16131;2,34184;2,14036;2,31262
1,03350;0,61027;0,71793;1,72114
0,41548;1,85754;1,52534;1,68718
0,05874;2,21473;0,09824;1,40455
2,23019;2,87641;2,19890;0,27570
0,69933;0,42817;1,21812;1,25649
2,92531;2,13648;2,14390;1,05038
2,96535;0,13356;2,67396;1,41584
0,95916;2,63687;1,10403;2,70914
1,61537;1,34263;0,27880;1,11815
0,58158;1,18151;0,73972;2,34290
1,64969;1,47405;0,14493;1,59796
0,39815;1,47258;2,02162;1,58861
1,53181;1,20183;1,43791;1,02120
0,37227;0,74558;2,44908;2,09261
2,09935;1,17464;0,70397;0,80012
2,67113;0,13135;2,14902;2,14379
2,62891;2,97263;1,60648;0,65168
2,54264;2,85498;2,97439;2,29884
0,34381;1,60445;0,30877;0,58908
2,49376;0,65536;0,10995;1,73630
1,13687;2,77062;2,74370;0,73170
1,63861;1,21764;2,47423;2,30387
0,94355;2,99690;1,14003;2,39085
0,76319;0,03692;2,61403;1,22871
0,27002;2,30713;2,37632;2,76280
2,29128;0,61106;1,78539;2,21658
0,05934;2,63905;0,53506;1,04267
1,68172;2,68702;1,38312;0,58241
2,46143;0,64911;0,90314;0,48676
2,94294;1,71307;1,54726;1,10444
0,87704;1,36228;0,89406;2,84635
0,88219;2,56771;1,65298;1,29034
1,06101;0,48342;1,55978;1,22105
2,65691;1,54553;1,58385;0,15126
1,32980;2,47596;1,51306;2,64590
1,42811;2,02277;0,52472;0,48606
0,76159;0,81656;0,94896;0,70556
2,81222;1,55382;1,98852;0,35630
2,06162;2,02691;2,20684;1,25904
0,60874;1,49242;1,92784;2,53302
1,15639;0,19255;1,66801;2,94614
1,77847;1,60877;0,03288;0,82389
0,43052;2,68242;0,12244;1,77566
2,24352;0,77784;2,22442;2,50395
1,46718;1,34336;2,22461;1,28514
2,16343;0,27224;2,50378;2,36538
0,11578;2,31553;2,59604;0,67405
0,66113;1,82453;0,01723;2,30013
1,03615;0,96991;0,17689;2,11528
2,45180;2,51134;1,70423;2,51689
1,75487;1,51935;2,14440;0,26214
1,71846;2,64767;2,97404;0,73319
1,01416;0,21638;2,69672;2,42977
0,16828;2,63968;0,83307;2,50752
0,83020;0,42848;2,14734;1,49930
0,65958;0,33339;0,29217;2,41118
2,25789;0,17953;1,87203;0,76846
0,16186;2,94716;1,80693;0,77216
1,13084;0,20188;1,36665;2,36052
1,75179;2,31025;1,00539;1,70894
0,19691;0,63627;1,01999;0,99724
2,89646;2,72474;0,07007;0,18327
1,07116;0,40975;1,17909;1,65289
2,86628;0,83128;2,82338;1,40570
2,74569;2,63810;0,05751;2,36537
2,15876;1,65731;0,66001;1,24971
1,03531;2,03060;0,59859;2,88276
0,85245;0,81507;0,01492;2,85166
1,38606;0,27903;2,25075;2,02173
1,14095;0,13474;2,69074;0,64041
1,50444;2,92776;1,75760;0,06678
2,28352;1,29821;1,44581;0,70859
2,75911;1,99326;2,15705;0,05053
0,16088;0,63866;2,75385;2,54187
1,07455;2,56977;2,75214;1,24045
1,81209;1,32233;1,77201;1,85345
2,37486;2,91277;2,32448;0,66906
0,40337;2,73519;1,17761;0,92882
2,51335;1,18126;0,79021;0,58520
2,48854;0,77160;0,75062;0,43943
2,18418;0,49072;1,76796;1,88660
1,07992;2,13629;1,42530;1,03139
1,48887;1,19368;2,80328;1,79199
2,49058;0,61693;2,12937;0,18646
1,06328;2,39934;2,00889;1,83790
0,66799;1,73008;0,31776;2,09950
1,81571;2,63413;0,78385;1,85723
2,26326;0,72128;1,43275;0,62748
1,01202;2,80841;1,48607;0,35301
1,35149;0,69784;2,41263;2,04316
1,89837;1,71823;0,03992;2,03272
2,06586;1,42155;2,78944;2,58256
1,20572;2,90349;2,62083;0,09019
0,23558;2,94882;1,37826;1,12300
2,88669;2,18595;1,92796;2,23384
2,58792;0,14468;1,35612;2,53744
1,93837;0,37960;0,34520;0,52625
2,19872;0,87436;1,92245;1,98657
1,67325;2,88167;2,94881;0,78741
1,90919;2,41667;2,32795;1,42302
2,86798;0,82075;0,50814;1,98450
0,78921;2,79662;1,82556;2,82004
1,72418;2,06906;2,53791;1,08082
1,14519;2,59957;0,24339;2,97920
0,02228;1,55833;1,12130;2,11345
1,46523;2,99488;1,92376;1,04010
2,90741;1,16796;0,99176;1,11800
0,44233;0,73634;2,93027;1,97968
1,59714;1,34342;2,80557;0,94891
1,66440;2,02595;0,28136;0,76234
2,40668;1,49377;2,56146;0,20617
2,48646;1,69735;2,78071;2,37246
1,30178;1,52764;0,55680;2,81783
1,08296;0,59580;0,94396;1,62917
2,18087;2,85900;2,65618;0,95321
1,74608;2,45173;1,83151;2,41640
2,88749;0,78377;0,94559;1,08116
0,39047;0,28832;0,82272;2,07442
2,90506;1,37732;0,24330;1,74864
1,36178;0,94634;0,07185;1,48286
0,85423;2,02692;0,72526;2,77422
2,85476;0,03819;2,17986;1,98679
2,97033;2,14225;1,51172;1,36001
1,89273;0,28143;2,60825;2,88189
0,88641;2,38344;1,56726;2,64224
2,88126;1,61379;2,75005;2,16116
0,85894;0,11076;2,92388;0,44862
2,54158;2,16270;2,73654;2,37667
1,67134;1,29585;1,05900;1,57767
1,31062;1,33503;1,65370;0,47268
1,50469;1,73035;0,72596;1,66844
2,55368;1,20335;1,38157;2,91262
2,31468;2,28016;1,26646;1,37656
0,09985;1,95327;1,58744;0,71296
2,34790;2,52001;2,55599;2,29051
2,27553;2,48121;1,11233;1,68763
1,22914;1,70063;1,71211;1,89385
2,41808;0,50701;2,00303;2,41803
2,89874;0,75539;1,43954;2,55187
2,44775;0,15199;2,21046;2,22158
2,86319;0,99760;2,94860;1,33341
2,97185;1,20462;0,05266;1,39233
2,41220;2,71636;0,93518;2,47093
0,54077;1,62348;1,91188;0,00494
2,14992;1,57243;0,33757;2,22766
1,86993;2,73986;0,18592;2,78335
0,67419;2,84298;1,98349;2,58261
2,01873;0,92498;0,14877;2,12895
1,12532;1,59691;2,59532;0,46251
1,42412;2,07738;0,49346;2,77356
0,01780;2,37486;2,10880;0,74282
0,33907;0,47632;2,19392;2,14488
1,70271;1,82818;2,86776;1,29653
1,78999;1,80053;1,47223;1,46195
1,36607;2,21073;0,88896;1,50255
2,63414;2,25941;0,35098;2,92274
1,92347;1,27483;2,47162;0,11386
2,41891;2,30151;1,29923;0,36618
1,86598;0,23161;0,81285;0,70523
0,46321;2,83436;0,86921;1,46600
0,72059;1,34356;0,09996;2,41703
1,80590;1,63985;2,26449;1,07071
0,55869;0,25657;2,08053;1,65109
2,64860;0,18514;0,24370;2,13233
2,49823;2,27013;0,20602;2,75757
2,87034;0,36303;2,20429;0,24072
2,10734;1,34319;1,93240;1,98422
1,68603;2,41483;1,99978;0,72453
1,02582;2,27869;2,44969;0,32706
2,09628;1,41956;1,38016;2,96808
2,85791;2,62964;0,56843;0,80114
2,44380;2,15400;0,75000;1,54110
0,56388;1,39422;2,65276;2,50724
0,69659;0,69234;1,56629;0,79235
0,81329;1,79776;2,03532;2,04209
0,65639;1,02360;2,02734;0,86799
2,72428;2,62017;2,28448;1,60073
0,08484;1,29442;0,01715;0,37407
2,24916;2,49275;0,77779;0,33596
2,79482;2,56130;2,94490;1,44230
1,93255;2,27242;0,20087;1,01672
1,14426;2,28522;0,40949;1,36080
1,97761;2,68530;2,70080;0,70371
2,69180;0,00271;0,75830;0,56305
1,28605;1,76902;0,04520;1,15922
0,72945;2,93212;1,26029;1,06733
1,22076;1,90765;1,28005;2,94692
2,60602;1,36158;0,41892;2,44051
2,35636;0,91105;1,64926;1,29368
2,15774;1,64180;1,17579;1,92102
2,83852;1,16948;0,04889;0,77468
2,38882;1,79031;0,15105;2,23470
0,33162;0,49047;0,63755;1,16501
0,77239;1,99113;0,45537;1,49180
0,71795;2,07716;2,69233;0,87404
2,57242;0,43540;2,83068;1,81426
2,70266;1,05805;1,33750;1,29001
0,11707;0,80007;1,52068;1,46004
0,59686;1,19946;0,46494;2,69334
